"Hot Spots - Method","Self time [%]","Self time","Invocations"
"cvm.sb.expression.ValueEvaluator$_evaluate_closure1.$get$$class$cvm$sb$expression$ValueEvaluator$_evaluate_closure1()","2.772785E-4","0.031 ms","2"
"cvm.sb.emf.HandlerFactory$_createActionInstance_closure3.class$(String)","2.6833403E-4","0.03 ms","1"
"cvm.sb.expression.StateTypeManagerContext.$get$$class$cvm$sb$expression$StateTypeManagerContext()","2.5938958E-4","0.029 ms","14"
"cvm.sb.manager.SignalInstance.<init>(String, java.util.Map)","2.5938958E-4","0.029 ms","4"
"cvm.sb.expression.EvaluationResult.class$(String)","2.5938958E-4","0.029 ms","1"
"cvm.sb.expression.CombinationEvaluator$_evaluate_closure1.$get$$class$cvm$sb$expression$CombinationEvaluator$_evaluate_closure1()","2.504451E-4","0.028 ms","2"
"cvm.sb.expression.ConditionEvaluator$_evaluate_closure1.$get$$class$cvm$sb$expression$ConditionEvaluator$_evaluate_closure1()","2.504451E-4","0.028 ms","2"
"cvm.sb.policy.PolicyManager.depthFirstSearch(cvm.sb.policy.metadata.Feature, String)","2.504451E-4","0.028 ms","8"
"cvm.sb.expression.ContextProviderBinding.$get$$class$cvm$sb$expression$ContextProviderBinding()","2.504451E-4","0.028 ms","2"
"cvm.sb.policy.PolicyRequest.getVariable(String)","2.504451E-4","0.028 ms","6"
"cvm.sb.expression.ContextProviderBinding.$createCallSiteArray_1(String[])","2.4150063E-4","0.027 ms","2"
"cvm.sb.resource.AbstractResource.getName()","2.4150063E-4","0.027 ms","14"
"cvm.sb.expression.ConditionEvaluator.$get$$class$java$util$Collection()","2.4150063E-4","0.027 ms","24"
"cvm.sb.expression.CombinationEvaluator.$get$$class$java$util$Map$Entry()","2.4150063E-4","0.027 ms","11"
"cvm.sb.state.StateTypeManager.getName()","2.4150063E-4","0.027 ms","12"
"cvm.sb.expression.ContextBinder.__$swapInit()","2.4150063E-4","0.027 ms","1"
"cvm.sb.expression.ContextProviderBinding.__$swapInit()","2.4150063E-4","0.027 ms","1"
"cvm.sb.manager.HandlingResult.<init>(Object)","2.4150063E-4","0.027 ms","6"
"cvm.sb.policy.PolicyManager.convertStringToInt(String)","2.3255617E-4","0.026 ms","6"
"cvm.sb.expression.ContextBinder.this$2$doGetBindable(sb.base.common.Signal)","2.3255617E-4","0.026 ms","6"
"cvm.sb.resource.bridge.CallExecutor$_getMethod_closure1.__$swapInit()","2.3255617E-4","0.026 ms","1"
"cvm.sb.expression.ConditionEvaluator.__$swapInit()","2.3255617E-4","0.026 ms","1"
"cvm.sb.expression.ConditionEvaluator.<clinit>","2.3255617E-4","0.026 ms","1"
"cvm.sb.expression.ContextProviderWrapper.$get$$class$cvm$sb$expression$ContextProviderWrapper()","2.236117E-4","0.025 ms","44"
"cvm.ncb.adapters.Mock2Adapter.$getCallSiteArray()","2.236117E-4","0.025 ms","1"
"cvm.sb.manager.HandlingResult.<clinit>","2.236117E-4","0.025 ms","1"
"cvm.sb.expression.CombinationEvaluator.__$swapInit()","2.236117E-4","0.025 ms","1"
"cvm.sb.expression.ContextBinder.<clinit>","2.236117E-4","0.025 ms","1"
"cvm.sb.expression.EvaluationResult.$get$$class$cvm$sb$expression$EvaluationResult()","2.236117E-4","0.025 ms","5"
"cvm.sb.expression.ValueEvaluator$_evaluate_closure1.__$swapInit()","2.236117E-4","0.025 ms","1"
"cvm.sb.expression.CombinationEvaluator$_evaluate_closure1.__$swapInit()","2.236117E-4","0.025 ms","1"
"cvm.sb.expression.ContextProviderWrapper.__$swapInit()","2.1466723E-4","0.024 ms","1"
"cvm.sb.expression.ContextBinder.$get$$class$cvm$sb$state$StateHolder()","2.1466723E-4","0.024 ms","4"
"com.intellij.rt.execution.junit.segments.PacketWriter.appendLong(long)","2.1466723E-4","0.024 ms","5"
"cvm.ncb.adapters.Mock2Adapter.getName()","2.1466723E-4","0.024 ms","1"
"cvm.sb.emf.HandlerFactory$_createActionInstance_closure3.<init>(Object, Object)","2.1466723E-4","0.024 ms","1"
"cvm.sb.expression.StateTypeManagerContext.__$swapInit()","2.1466723E-4","0.024 ms","1"
"cvm.sb.expression.ContextProviderWrapper$_wrap_closure1.$get$$class$cvm$sb$expression$ContextProviderWrapper$_wrap_closure1()","2.1466723E-4","0.024 ms","2"
"com.intellij.rt.execution.junit.segments.Packet.encode(String)","2.0572275E-4","0.023 ms","2"
"cvm.sb.expression.ConditionEvaluator.$createCallSiteArray_1(String[])","2.0572275E-4","0.023 ms","2"
"cvm.sb.expression.ConditionEvaluator$_evaluate_closure1.<clinit>","2.0572275E-4","0.023 ms","1"
"cvm.sb.expression.ConditionEvaluator$_evaluate_closure1.__$swapInit()","2.0572275E-4","0.023 ms","1"
"cvm.sb.resource.bridge.CallExecutor$_getMethod_closure1.<clinit>","2.0572275E-4","0.023 ms","1"
"cvm.sb.policy.PolicyRequest.<init>(sb.base.policy.PolicyEvaluationRequest, java.util.Map)","2.0572275E-4","0.023 ms","3"
"cvm.sb.expression.ValueEvaluator.$get$$class$cvm$sb$expression$ContextProviderBinding()","2.0572275E-4","0.023 ms","12"
"cvm.sb.expression.ContextProviderWrapper$_wrap_closure1.__$swapInit()","1.9677829E-4","0.022 ms","1"
"cvm.sb.resource.bridge.CallExecutor.$get$$class$org$apache$commons$logging$LogFactory()","1.9677829E-4","0.022 ms","1"
"cvm.sb.expression.EvaluationResult.__$swapInit()","1.9677829E-4","0.022 ms","1"
"cvm.sb.expression.CombinationEvaluator.<clinit>","1.9677829E-4","0.022 ms","1"
"cvm.sb.expression.ValueEvaluator$_evaluate_closure1.<clinit>","1.9677829E-4","0.022 ms","1"
"cvm.sb.expression.CombinationEvaluator$_evaluate_closure1.<clinit>","1.9677829E-4","0.022 ms","1"
"cvm.sb.expression.ContextProviderWrapper.<clinit>","1.9677829E-4","0.022 ms","1"
"cvm.sb.expression.CombinationEvaluator$_evaluate_closure1.$createCallSiteArray_1(String[])","1.8783382E-4","0.021 ms","2"
"cvm.sb.expression.StateTypeManagerContext$_entrySet_closure1.<clinit>","1.8783382E-4","0.021 ms","1"
"cvm.sb.expression.ContextProviderWrapper$_wrap_closure1.<clinit>","1.8783382E-4","0.021 ms","1"
"cvm.sb.expression.EvaluationResult.<clinit>","1.8783382E-4","0.021 ms","1"
"cvm.sb.expression.StateTypeManagerContext.<clinit>","1.8783382E-4","0.021 ms","1"
"cvm.sb.policy.PolicyManager$DesiredFeaturesList.<init>(cvm.sb.policy.PolicyManager)","1.8783382E-4","0.021 ms","3"
"cvm.sb.expression.CombinationEvaluator$evaluate$0.callStatic(Class, Object, Object, Object)","1.8783382E-4","0.021 ms","5"
"cvm.sb.emf.HandlerFactory.this$2$createActionInstance(sb.base.common.MacroAction)","1.8783382E-4","0.021 ms","2"
"cvm.sb.expression.StateTypeManagerContext$_entrySet_closure1.__$swapInit()","1.8783382E-4","0.021 ms","1"
"cvm.sb.autonomic.ChangePlanInstance.getParams()","1.8783382E-4","0.021 ms","6"
"cvm.sb.expression.ValueEvaluator.$get$$class$sb$base$common$ParameterBinding()","1.7888936E-4","0.02 ms","39"
"cvm.sb.expression.ValueEvaluator.$get$$class$java$util$Map()","1.7888936E-4","0.02 ms","20"
"cvm.sb.expression.ContextProviderBinding.<clinit>","1.7888936E-4","0.02 ms","1"
"com.intellij.rt.execution.junit.segments.OutputObjectRegistry.referenceTo(Object)","1.7888936E-4","0.02 ms","1"
"cvm.sb.emf.HandlerFactory$_createActionInstance_closure3.$get$$class$cvm$sb$emf$HandlerFactory$_createActionInstance_closure3()","1.7888936E-4","0.02 ms","2"
"cvm.sb.expression.ValueEvaluator.$get$$class$java$util$LinkedHashMap()","1.7888936E-4","0.02 ms","20"
"cvm.ncb.oem.policy.PolicyDefaultHandler.disableCurrentFramework(cvm.sb.state.StateHolder, cvm.sb.resource.Resource)","1.7888936E-4","0.02 ms","2"
"cvm.sb.emf.HandlerFactory$_createActionInstance_closure3.__$swapInit()","1.7888936E-4","0.02 ms","1"
"cvm.sb.expression.CombinationEvaluator.$get$$class$java$util$Collection()","1.6994489E-4","0.019 ms","30"
"com.intellij.rt.execution.junit.TestMeter.usedMemory()","1.6994489E-4","0.019 ms","1"
"com.intellij.rt.execution.junit.TestMeter.stop()","1.6994489E-4","0.019 ms","1"
"cvm.sb.emf.HandlerFactory.this$2$createActionInstance(sb.base.common.SequenceAction)","1.6994489E-4","0.019 ms","1"
"cvm.sb.resource.bridge.CallExecutor.$get$$class$java$lang$reflect$Method()","1.6994489E-4","0.019 ms","24"
"cvm.ncb.handlers.EventManager.notify(cvm.sb.manager.SignalInstance)","1.6100043E-4","0.018 ms","2"
"cvm.sb.autonomic.ChangeRequestInstance.getParams()","1.6100043E-4","0.018 ms","6"
"cvm.sb.autonomic.ChangePlanInstance.<init>(sb.base.autonomic.ChangePlan, cvm.sb.autonomic.ChangeRequestInstance)","1.6100043E-4","0.018 ms","2"
"cvm.sb.manager.HandlingResult.<init>()","1.6100043E-4","0.018 ms","1"
"cvm.sb.emf.HandlerFactory.this$2$createActionInstance(sb.base.common.EnqueueCall)","1.6100043E-4","0.018 ms","1"
"cvm.sb.expression.ContextProviderWrapper.$createCallSiteArray_1(String[])","1.6100043E-4","0.018 ms","2"
"cvm.sb.expression.ValueEvaluator$_evaluate_closure1.$createCallSiteArray_1(String[])","1.6100043E-4","0.018 ms","2"
"cvm.sb.expression.ConditionEvaluator.$get$$class$cvm$sb$expression$ContextBinder()","1.5205596E-4","0.017 ms","8"
"cvm.sb.autonomic.ChangePlanInstance.getAction()","1.5205596E-4","0.017 ms","2"
"cvm.sb.manager.HandlingResult.<init>(boolean, Object)","1.5205596E-4","0.017 ms","6"
"cvm.sb.emf.HandlerFactory$_createActionInstance_closure3.<clinit>","1.5205596E-4","0.017 ms","1"
"cvm.sb.expression.ConditionEvaluator.$get$$class$java$util$Iterator()","1.5205596E-4","0.017 ms","8"
"cvm.sb.resource.bridge.CallExecutor.$get$$class$org$apache$commons$logging$Log()","1.5205596E-4","0.017 ms","1"
"cvm.sb.resource.bridge.CallExecutor.$get$$class$java$lang$String()","1.4311148E-4","0.016 ms","34"
"cvm.sb.expression.EvaluationResult.isTrue()","1.4311148E-4","0.016 ms","2"
"cvm.sb.resource.bridge.CallExecutor$_getMethod_closure1.$createCallSiteArray_1(String[])","1.3416701E-4","0.015 ms","2"
"cvm.sb.expression.CombinationEvaluator$_evaluate_closure1.$get$$class$java$util$Map()","1.3416701E-4","0.015 ms","6"
"cvm.sb.expression.StateTypeManagerContext.$createCallSiteArray_1(String[])","1.3416701E-4","0.015 ms","2"
"cvm.sb.expression.ConditionEvaluator$_evaluate_closure1.$createCallSiteArray_1(String[])","1.3416701E-4","0.015 ms","2"
"cvm.sb.expression.ContextBinder.$get$$class$java$util$Iterator()","1.3416701E-4","0.015 ms","21"
"cvm.sb.autonomic.ChangeRequestInstance.<init>(sb.base.autonomic.ChangeRequest, cvm.sb.autonomic.SymptomOccurrence)","1.3416701E-4","0.015 ms","2"
"com.intellij.rt.execution.junit.segments.PacketWriter.<init>()","1.3416701E-4","0.015 ms","2"
"cvm.sb.expression.ConditionEvaluator.$get$$class$java$lang$String()","1.2522255E-4","0.014 ms","8"
"com.intellij.rt.execution.junit.segments.Packet.<init>(com.intellij.rt.execution.junit.segments.PacketProcessor, com.intellij.rt.execution.junit.segments.OutputObjectRegistry)","1.2522255E-4","0.014 ms","2"
"com.intellij.rt.execution.junit.segments.Packet.addReference(String)","1.2522255E-4","0.014 ms","1"
"cvm.sb.emf.HandlerFactory.$get$$class$cvm$sb$emf$HandlerFactory()","1.2522255E-4","0.014 ms","2"
"cvm.sb.expression.StateTypeManagerContext$_entrySet_closure1.$createCallSiteArray_1(String[])","1.2522255E-4","0.014 ms","2"
"cvm.sb.expression.ContextProviderParams.<init>(java.util.Map)","1.2522255E-4","0.014 ms","6"
"cvm.sb.expression.ValueEvaluator$_evaluate_closure1.$get$$class$cvm$sb$expression$StateTypeManagerContext()","1.2522255E-4","0.014 ms","12"
"cvm.sb.expression.ValueEvaluator.$get$$class$java$util$Iterator()","1.2522255E-4","0.014 ms","20"
"cvm.sb.resource.bridge.CallExecutor.$get$$class$java$lang$Class()","1.2522255E-4","0.014 ms","17"
"cvm.sb.expression.StateTypeManagerContext$_entrySet_closure1.$get$$class$groovy$util$MapEntry()","1.1627808E-4","0.013 ms","3"
"cvm.sb.expression.ContextProviderWrapper$_wrap_closure1.$createCallSiteArray_1(String[])","1.1627808E-4","0.013 ms","2"
"cvm.sb.policy.PolicyContext.<init>(String, java.util.Map)","1.1627808E-4","0.013 ms","3"
"cvm.sb.resource.bridge.CallExecutor.$get$$class$java$lang$Thread()","1.1627808E-4","0.013 ms","12"
"cvm.sb.expression.ValueEvaluator.$get$$class$java$lang$String()","1.1627808E-4","0.013 ms","39"
"cvm.sb.autonomic.SymptomOccurrence.<init>(sb.base.autonomic.Symptom, java.util.Map)","1.1627808E-4","0.013 ms","2"
"cvm.sb.emf.HandlerFactory$_createActionInstance_closure3.$createCallSiteArray_1(String[])","1.1627808E-4","0.013 ms","2"
"com.intellij.rt.execution.junit.segments.OutputObjectRegistry.createPacket()","1.1627808E-4","0.013 ms","2"
"cvm.sb.expression.ContextBinder.$get$$class$cvm$sb$expression$SignalLogger()","1.0733362E-4","0.012 ms","8"
"cvm.sb.expression.ContextBinder.$get$$class$java$util$LinkedHashMap()","1.0733362E-4","0.012 ms","7"
"com.intellij.rt.execution.junit.segments.PacketWriter.sendThrough(com.intellij.rt.execution.junit.segments.PacketProcessor)","9.8389144E-5","0.011 ms","2"
"cvm.sb.policy.metadata.Metadata.fail()","9.8389144E-5","0.011 ms","2"
"cvm.sb.state.StateHolder.getResource(String)","9.8389144E-5","0.011 ms","6"
"cvm.sb.expression.CombinationEvaluator.$get$$class$java$util$List()","9.8389144E-5","0.011 ms","14"
"cvm.sb.expression.ContextBinder.$get$$class$sb$base$common$Binding()","9.8389144E-5","0.011 ms","14"
"com.intellij.rt.execution.junit.segments.PacketWriter.appendString(String)","9.8389144E-5","0.011 ms","3"
"cvm.sb.expression.ConditionEvaluator.$get$$class$java$util$LinkedHashSet()","9.8389144E-5","0.011 ms","8"
"cvm.sb.expression.ValueEvaluator.$get$$class$groovy$lang$GroovyShell()","9.8389144E-5","0.011 ms","12"
"com.intellij.rt.execution.junit.segments.Packet.setTestState(Object, int)","8.944468E-5","0.01 ms","1"
"cvm.sb.autonomic.SignalRegistry$SignalEntry.equals(Object)","8.944468E-5","0.01 ms","2"
"com.intellij.rt.execution.junit.segments.OutputObjectRegistry.forget(Object)","8.944468E-5","0.01 ms","1"
"cvm.sb.expression.CombinationEvaluator$_evaluate_closure1.$get$$class$java$util$LinkedHashMap()","8.050021E-5","0.0090 ms","6"
"com.intellij.rt.execution.junit.segments.Packet.addObject(Object)","8.050021E-5","0.0090 ms","1"
"cvm.sb.expression.ContextBinder.$get$$class$java$util$LinkedHashSet()","8.050021E-5","0.0090 ms","13"
"cvm.service.UserIDMappingTable.<clinit>","8.050021E-5","0.0090 ms","1"
"cvm.sb.expression.ContextProviderWrapper$_wrap_closure1.$get$$class$cvm$sb$expression$ContextProviderWrapper()","7.155574E-5","0.0080 ms","9"
"cvm.sb.resource.bridge.CallExecutor.$get$$class$cvm$sb$adapters$Call()","7.155574E-5","0.0080 ms","22"
"cvm.service.UserIDMappingTable.<init>()","7.155574E-5","0.0080 ms","1"
"cvm.ncb.adapters.MockAdapter.getName()","7.155574E-5","0.0080 ms","1"
"cvm.sb.expression.ValueEvaluator.$createCallSiteArray_1(String[])","6.2611274E-5","0.0070 ms","1"
"com.intellij.rt.execution.junit.TestMeter.writeTo(com.intellij.rt.execution.junit.segments.Packet)","6.2611274E-5","0.0070 ms","1"
"cvm.sb.expression.ContextBinder.$get$$class$java$util$Map()","6.2611274E-5","0.0070 ms","7"
"cvm.sb.expression.ContextBinder.$get$$class$cvm$sb$manager$SignalInstance()","6.2611274E-5","0.0070 ms","3"
"com.intellij.rt.execution.junit.segments.PacketWriter.getString()","5.366681E-5","0.0060 ms","2"
"cvm.sb.emf.HandlerFactory.$get$$class$cvm$sb$manager$actions$ActionCaller()","5.366681E-5","0.0060 ms","12"
"cvm.sb.state.StateHolder.get(String)","5.366681E-5","0.0060 ms","9"
"com.intellij.rt.execution.junit.segments.Packet.addString(String)","4.472234E-5","0.0050 ms","2"
"com.intellij.rt.execution.junit.segments.Packet.addLong(long)","4.472234E-5","0.0050 ms","5"
"cvm.sb.expression.CombinationEvaluator.$get$$class$cvm$sb$expression$EvaluationResult()","4.472234E-5","0.0050 ms","4"
"com.intellij.rt.execution.junit.segments.Packet.send()","4.472234E-5","0.0050 ms","2"
"cvm.sb.expression.CombinationEvaluator$_evaluate_closure1.$get$$class$cvm$sb$expression$CombinationEvaluator()","3.577787E-5","0.0040 ms","6"
"cvm.sb.emf.HandlerFactory.$get$$class$cvm$sb$manager$actions$ActionInstance()","3.577787E-5","0.0040 ms","12"
"cvm.sb.expression.CombinationEvaluator.$get$$class$cvm$sb$expression$ContextProviderWrapper()","3.577787E-5","0.0040 ms","2"
"cvm.sb.expression.CombinationEvaluator.$get$$class$groovy$lang$Binding()","3.577787E-5","0.0040 ms","2"
"cvm.sb.emf.HandlerFactory.$get$$class$java$lang$Class()","3.577787E-5","0.0040 ms","2"
"cvm.sb.expression.CombinationEvaluator.$get$$class$groovy$lang$GroovyShell()","3.577787E-5","0.0040 ms","2"
"cvm.sb.emf.HandlerFactory.$get$$class$cvm$sb$manager$actions$SequenceActionInstance()","1.7888935E-5","0.0020 ms","1"
"cvm.sb.emf.HandlerFactory.$get$$class$cvm$sb$manager$actions$CallActionInstance()","1.7888935E-5","0.0020 ms","1"
"cvm.sb.resource.bridge.ManagedResource.toString()","0.0","0.0 ms","7"
"java.lang.ApplicationShutdownHooks$1.run()","0.0","0.0 ms","1"
